ID,Title,Authors,Source,Journal,Database,Type,Language,Publication year,Descriptor(s),Publication Country,Fulltext URL, Abstract,Entry Date,Volume number,Issue number,DOI
"60290","The role of imaging in 2019 novel coronavirus pneumonia (COVID-19).","Yang, Wenjing; Sirajuddin, Arlene; Zhang, Xiaochun; Liu, Guanshu; Teng, Zhongzhao; Zhao, Shihua; Lu, Minjie","Eur Radiol;2020 Apr 15. ","Eur. radiol","MEDLINE","article","en","2020","","DE","https://dx.doi.org/10.1007/s00330-020-06827-4","Almost the entire world, not only China, is currently experiencing the outbreak of a novel coronavirus that causes respiratory disease, severe pneumonia, and even death. The outbreak began in Wuhan, China, in December of 2019 and is currently still ongoing. This novel coronavirus is highly contagious and has resulted in a continuously increasing number of infections and deaths that have already surpassed the SARS-CoV outbreak that occurred in China between 2002 and 2003. It is now officially a pandemic, announced by WHO on the 11th of March. Currently, the 2019 novel coronavirus (SARS-CoV-2) can be identified by virus isolation or viral nucleic acid detection; however, false negatives associated with the nucleic acid detection provide a clinical challenge and thus make the imaging examination crucial. Imaging exams have been a main clinical diagnostic criteria for the 2019 novel coronavirus disease (COVID-19) in China. Imaging features of multiple patchy areas of ground glass opacity and consolidation predominately in the periphery of the lungs are characteristic manifestations on chest CT and extremely helpful in the early detection and diagnosis of this disease, which aids prompt diagnosis and the eventual control of this emerging global health emergency. Key Points â¢ In December 2019, China, an outbreak of pneumonia caused by a novel, highly contagious coronavirus raised grave concerns and posed a huge threat to global public health. â¢ Among the infected patients, characteristic findings on CT imaging include multiple, patchy, ground-glass opacity, crazy-paving pattern, and consolidation shadows, mainly distributed in the peripheral and subpleural areas of both lungs, which are very helpful for the frontline clinicians. â¢ Imaging examination has become the indispensable means not only in the early detection and diagnosis but also in monitoring the clinical course, evaluating the disease severity, and may be presented as an important warning signal preceding the negative RT-PCR test results.",20200416,,, 
"59591","Rapid Detection of COVID-19 Causative Virus (SARS-CoV-2) in Human Nasopharyngeal Swab Specimens Using Field-Effect Transistor-Based Biosensor.","Seo, Giwan; Lee, Geonhee; Kim, Mi Jeong; Baek, Seung-Hwa; Choi, Minsuk; Ku, Keun Bon; Lee, Chang-Seop; Jun, Sangmi; Park, Daeui; Kim, Hong Gi; Kim, Seong-Jun; Lee, Jeong-O; Kim, Bum Tae; Park, Edmond Changkyun; Kim, Seung Il","ACS Nano;14(4): 5135-5142, 2020 04 28. ","ACS Nano","MEDLINE","article","en","2020","Betacoronavirus/isolation &amp;amp; purification; Biosensing Techniques; Coronavirus Infections/diagnosis; Pneumonia, Viral/diagnosis; Transistors, Electronic; Clinical Laboratory Techniques; Graphite; Humans; Nanotechnology/instrumentation; Nasal Cavity; Pandemics; Specimen Handling","US","https://dx.doi.org/10.1021/acsnano.0c02823","Coronavirus disease 2019 (COVID-19) is a newly emerging human infectious disease caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2, previously called 2019-nCoV). Based on the rapid increase in the rate of human infection, the World Health Organization (WHO) has classified the COVID-19 outbreak as a pandemic. Because no specific drugs or vaccines for COVID-19 are yet available, early diagnosis and management are crucial for containing the outbreak. Here, we report a field-effect transistor (FET)-based biosensing device for detecting SARS-CoV-2 in clinical samples. The sensor was produced by coating graphene sheets of the FET with a specific antibody against SARS-CoV-2 spike protein. The performance of the sensor was determined using antigen protein, cultured virus, and nasopharyngeal swab specimens from COVID-19 patients. Our FET device could detect the SARS-CoV-2 spike protein at concentrations of 1 fg/mL in phosphate-buffered saline and 100 fg/mL clinical transport medium. In addition, the FET sensor successfully detected SARS-CoV-2 in culture medium (limit of detection [LOD]: 1.6 × 101 pfu/mL) and clinical samples (LOD: 2.42 × 102 copies/mL). Thus, we have successfully fabricated a promising FET biosensor for SARS-CoV-2; our device is a highly sensitive immunological diagnostic method for COVID-19 that requires no sample pretreatment or labeling.",20200416,14,4, 
"59558","Practical implementation of COVID-19 patient flags into an antimicrobial stewardship program&#039;s prospective review.","Stevens, Ryan W; Estes, Lynn; Rivera, Christina","Infect Control Hosp Epidemiol;: 1-2, 2020 Apr 15. ","Infect Control Hosp Epidemiol","MEDLINE","article","en","2020","","US","https://dx.doi.org/10.1017/ice.2020.133","",20200416,,, 
"32282750","Laparoscopy at all costs? Not now during COVID-19 outbreak and not for acute care surgery and emergency colorectal surgery: A practical algorithm from a hub tertiary teaching hospital in Northern Lombardy, Italy.","Di Saverio, Salomone; Khan, Mansoor; Pata, Francesco; Ietto, Giuseppe; De Simone, Belinda; Zani, Elia; Carcano, Giulio","J Trauma Acute Care Surg;88(6): 715-718, 2020 06. ","J Trauma Acute Care Surg","MEDLINE","article","en","2020","Algorithms; Betacoronavirus; Coronavirus Infections/complications; Digestive System Surgical Procedures; Laparoscopy; Patient Selection; Pneumonia, Viral/complications; Coronavirus Infections/therapy; Humans; Italy; Pandemics; Pneumonia, Viral/therapy","US","https://dx.doi.org/10.1097/TA.0000000000002727","",20200415,88,6, 
"52601","The epidemiology and clinical information about COVID-19.","Ge, Huipeng; Wang, Xiufen; Yuan, Xiangning; Xiao, Gong; Wang, Chengzhi; Deng, Tianci; Yuan, Qiongjing; Xiao, Xiangcheng","Eur J Clin Microbiol Infect Dis;39(6): 1011-1019, 2020 Jun. ","Eur J Clin Microbiol Infect Dis","MEDLINE","article","en","2020","Coronavirus Infections/epidemiology; Coronavirus Infections/pathology; Disease Outbreaks; Pneumonia, Viral/epidemiology; Pneumonia, Viral/pathology; Betacoronavirus/isolation &amp;amp; purification; China/epidemiology; Coronavirus Infections/diagnosis; Coronavirus Infections/prevention &amp;amp; control; Humans; Pandemics/prevention &amp;amp; control; Pneumonia, Viral/diagnosis; Pneumonia, Viral/prevention &amp;amp; control; Prognosis","DE","https://dx.doi.org/10.1007/s10096-020-03874-z","In December 2019, pneumonia of unknown cause occurred in Wuhan, Hubei Province, China. On 7 January 2020, a novel coronavirus, named as severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), was identified in the throat swab sample of one patient. The World Health Organization (WHO) announced the epidemic disease caused by SARS-CoV-2 as coronavirus disease 2019 (COVID-19). Currently, COVID-19 has spread widely around the world, affecting more than seventy countries. China, with a huge burden of this disease, has taken strong measures to control the spread and improve the curative rate of COVID-19. In this review, we summarized the epidemiological characteristics, clinical features, diagnosis, treatment, and prognosis of COVID-19. A comprehensive understanding will help to control the disease.",20200415,39,6, 
"52598","CT features of novel coronavirus pneumonia (COVID-19) in children.","Duan, Ya-Ni; Zhu, Yan-Qiu; Tang, Lei-Lei; Qin, Jie","Eur Radiol;2020 Apr 14. ","Eur. radiol","MEDLINE","article","en","2020","","DE","https://dx.doi.org/10.1007/s00330-020-06860-3","A serious epidemic of COVID-19 broke out in Wuhan, Hubei Province, China, and spread to other Chinese cities and several countries now. As the majority of patients infected with COVID-19 had chest CT abnormality, chest CT has become an important tool for early diagnosis of COVID-19 and monitoring disease progression. There is growing evidence that children are also susceptible to COVID-19 and have atypical presentations compared with adults. This review is mainly about the differences in clinical symptom spectrum, diagnosis of COVID-19, and CT imaging findings between adults and children, while highlighting the value of radiology in prevention and control of COVID-19 in pediatric patients. KEY POINTS: â¢ Compared with adults, pediatric patients with COVID-19 have the characteristics of lower incidence, slighter clinical symptoms, shorter course of disease, and fewer severe cases. â¢ The chest CT characteristics of COVID-19 in pediatric patients were atypical, with more localized GGO extent, lower GGO attenuation, and relatively rare interlobular septal thickening. â¢ Chest CT should be used with more caution in pediatric patients with COVID-19 to protect this vulnerable population from risking radiation.",20200415,,, 
"52579","Predicting COVID-19 Incidence Through Analysis of Google Trends Data in Iran: Data Mining and Deep Learning Pilot Study.","Ayyoubzadeh, Seyed Mohammad; Ayyoubzadeh, Seyed Mehdi; Zahedi, Hoda; Ahmadi, Mahnaz; R Niakan Kalhori, Sharareh","JMIR Public Health Surveill;6(2): e18828, 2020 04 14. ","JMIR Public Health Surveill","MEDLINE","article","en","2020","Coronavirus Infections/epidemiology; Coronavirus; Data Mining; Deep Learning; Pneumonia, Viral/epidemiology; Search Engine/trends; Betacoronavirus; Disease Outbreaks; Female; Humans; Incidence; Iran/epidemiology; Male; Pandemics; Pilot Projects; Risk Factors","CA","https://dx.doi.org/10.2196/18828","BACKGROUND: The recent global outbreak of coronavirus disease (COVID-19) is affecting many countries worldwide. Iran is one of the top 10 most affected countries. Search engines provide useful data from populations, and these data might be useful to analyze epidemics. Utilizing data mining methods on electronic resources&#039; data might provide a better insight into the COVID-19 outbreak to manage the health crisis in each country and worldwide. OBJECTIVE: This study aimed to predict the incidence of COVID-19 in Iran. METHODS: Data were obtained from the Google Trends website. Linear regression and long short-term memory (LSTM) models were used to estimate the number of positive COVID-19 cases. All models were evaluated using 10-fold cross-validation, and root mean square error (RMSE) was used as the performance metric. RESULTS: The linear regression model predicted the incidence with an RMSE of 7.562 (SD 6.492). The most effective factors besides previous day incidence included the search frequency of handwashing, hand sanitizer, and antiseptic topics. The RMSE of the LSTM model was 27.187 (SD 20.705). CONCLUSIONS: Data mining algorithms can be employed to predict trends of outbreaks. This prediction might support policymakers and health care managers to plan and allocate health care resources accordingly.",20200415,6,2, 
"52577","A Mobile Health Platform to Disseminate Validated Institutional Measurements During the COVID-19 Outbreak: Utilization-Focused Evaluation Study.","Zamberg, Ido; Manzano, Sergio; Posfay-Barbe, Klara; Windisch, Olivier; Agoritsas, Thomas; Schiffer, Eduardo","JMIR Public Health Surveill;6(2): e18668, 2020 04 14. ","JMIR Public Health Surveill","MEDLINE","article","en","2020","Coronavirus Infections/epidemiology; Coronavirus; Disease Outbreaks; Information Dissemination; Pandemics/prevention &amp;amp; control; Pneumonia, Viral/epidemiology; Severe Acute Respiratory Syndrome/epidemiology; Smartphone; Telemedicine/statistics &amp;amp; numerical data; Betacoronavirus; China/epidemiology; Diffusion of Innovation; Health Facilities; Health Policy; Hospitals, Pediatric; Humans","CA","https://dx.doi.org/10.2196/18668","BACKGROUND: As part of the response plans for the current outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), authorities are drafting and implementing containment measures across jurisdictions worldwide in the effort to slow down transmission and reduce the infection rate. A solid communication strategy is needed to increase the reach of valid information to health professionals, reduce misinformation, and efficiently implement recommended measures. OBJECTIVE: The aim of this paper is to describe the utilization of a dedicated mobile health (mHealth) platform to disseminate up-to-date and validated information about SARS-CoV-2 to all medical staff of the Children&#039;s Hospital at the University Hospitals of Geneva. METHODS: Three documents containing institutional information concerning screening, local containment procedures, and frequently asked questions and answers for parents were made available to the staff through a mobile app developed in the University of Geneva, Switzerland. Using a third-party statistics tool, we anonymously monitored user activity as well as content utilization patterns since the diagnosis of the first case of SARS-CoV-2 in Switzerland on February 25, 2020. RESULTS: From February 25, 2020, to March 13, 2020 (18 days), information documents on SARS-CoV-2 were viewed 859 times, which accounted for 35.6% of the total content views (total views=332). User activity increased significantly with 50.8 (SD 14.4) users per day in this period as compared to the previous weeks (mean 26.4, SD 9.8; P&lt;.001). In addition, session numbers per day more than doubled during the aforementioned period (P&lt;.001). In a survey, medical staff found the information easy to find within the app. On a 10-point Likert scale, the ability of the app to reassure staff in clinical practice was rated as 7.6 (SD 2.1), time-saving ability was rated as 8.5 (SD 2.1), and the need to look for information from other sources was rated as 5.9 (SD 3.3). CONCLUSIONS: The use of an mHealth solution to disseminate novel coronavirus-related information seemed to be an effective and time-saving communication channel within our institution during the SARS-CoV-2 outbreak. Medical staff felt reassured and informed in daily practice. More research should be done on the clinical impact and outcomes of the integration of mHealth solutions as a communication channel of validated information within health institutions.",20200415,6,2, 
"52549","Covid-19 and Post Intensive Care Syndrome: A Call for Action.","Stam, Henk J; Stucki, Gerold; Bickenbach, Jerome","J Rehabil Med;52(4): jrm00044, 2020 Apr 15. ","J Rehabil Med","MEDLINE","article","en","2020","Coronavirus Infections/therapy; Critical Care; Pneumonia, Viral/therapy; Rehabilitation; Subacute Care; Betacoronavirus; Cohort Studies; Coronavirus Infections/epidemiology; Humans; Pandemics; Patient Discharge; Pneumonia, Viral/epidemiology; Respiration, Artificial","SE","https://dx.doi.org/10.2340/16501977-2677","Although we are currently overwhelmed by the astonishing speed of infection of the Covid-19 pandemic, and the daily onslaught of new, and ever-worsening predictions, it is vital that we begin to prepare for the aftershocks of the pandemic. Prominent among this will be the cohort of post-intensive case survivors who have been mechanically ventilated and will like experience short- and medium-term consequences. The notion that patients surviving intensive care and mechanical ventilation for several weeks can be discharged home without further medical attention is a dangerous illusion. Post Intensive Care Syndrome and other severe conditions will require not only adequate screening but early rehabilitation and other interventions. Action must be taken now to prepare for this inevitable aftershock to the healthcare system.",20200415,52,4, 
"52488","The early impact of the Covid-19 pandemic on the global and Turkish economy","Açikgöz, Ömer; Günay, Asli","Turk J Med Sci;50(SI-1): 520-526, 2020 04 21. ","Turk J Med Sci","MEDLINE","article","en","2020","Commerce; Coronavirus Infections/economics; Global Burden of Disease/economics; Pandemics/economics; Pneumonia, Viral/economics; Betacoronavirus; Humans; Turkey","TR","https://dx.doi.org/10.3906/sag-2004-6","Background/aim: Individuals infected by the Covid-19 potentially are at risk of health and economic well-being. Today, the Covid-19 is a global issue, and the world economy can be interpreted as almost at the standstill. In this context, this study aims to discuss the potential first reactions of short and long term global economic impacts of the pandemic through sectors by assessing its costs according to the data announced for both the world and Turkey. In addition, this study tries to put forth possible economic and political scenarios for the post-pandemic world. Materials and methods: This is a review article that summarizes the current reports and discussions about the economic consequences of this historical event, and tries to make some inferences considering them. Results: This pandemic has severe adverse effects on the employees, customers, supply chains and financial markets, in brief, most probably it will cause a global economic recession. Nevertheless, due to the uncertainty of the end of this pandemic, both the length and scale of this contraction are not predictable. Conclusion: It takes a while for the world economy to recover from the contraction. It seems that this pandemic will lead to a permanent shift in the world and its politics, especially in health, security, trade, employment, agriculture, manufacturing goods production and science policies. Since this new world might provide great opportunities for some countries that did not dominate world production before, governments should develop new strategies to adjust the new world order without much delay.",20200415,50,SI-1, 
"52487","SARS-CoV-2 epidemiology and control, different scenarios for Turkey","Petersen, Eskild; Gökengin, Deniz","Turk J Med Sci;50(SI-1): 509-514, 2020 04 21. ","Turk J Med Sci","MEDLINE","article","en","2020","Betacoronavirus; Coronavirus Infections/epidemiology; Coronavirus Infections/prevention &amp;amp; control; Disease Outbreaks/prevention &amp;amp; control; Pandemics/prevention &amp;amp; control; Pneumonia, Viral/epidemiology; Pneumonia, Viral/prevention &amp;amp; control; Humans; Turkey/epidemiology","TR","https://dx.doi.org/10.3906/sag-2003-260","Background/aim: Coronavirus Infectious Disease 2019 (COVID-19) is now a pandemic spreading in most countries including Turkey. Materials and methods: The current knowledge of COVID-19 and the virus causing it, SARS-CoV-2, was reviewed. The epidemiology and control in different countries was compared and the differences discussed. Results: The population attack rates and case fatality rates vary from country to country with Lombardy in northern Italy reporting an attack rate in the general population of 0.37% compared to 0.004% in Hong Kong. The differences are caused by different testing strategies and reporting systems. Conclusion: Turkey is early in the outbreak. Different control strategies are available with South Korea, Hong Kong and Singapore being models to follow.",20200415,50,SI-1, 
"52240","On the responsible use of digital data to tackle the COVID-19 pandemic.","Ienca, Marcello; Vayena, Effy","Nat Med;26(4): 463-464, 2020 04. ","Nat Med","MEDLINE","article","en","2020","Cell Phone; Confidentiality; Coronavirus Infections; Data Accuracy; Data Collection/methods; Data Management; Disclosure; Pandemics; Pneumonia, Viral; Social Media; Betacoronavirus; Big Data; Coronavirus Infections/epidemiology; Data Management/standards; Databases, Factual; Epidemiological Monitoring; Humans; Pneumonia, Viral/epidemiology; Trust","US","https://dx.doi.org/10.1038/s41591-020-0832-5","",20200415,26,4, 
"47299","Perspective: cardiovascular disease and the Covid-19 pandemic.","Gori, Tommaso; Lelieveld, Jos; Münzel, Thomas","Basic Res Cardiol;115(3): 32, 2020 04 10. ","Basic Res Cardiol","MEDLINE","article","en","2020","Cardiovascular Diseases/chemically induced; Cardiovascular Diseases/epidemiology; Coronavirus Infections/drug therapy; Coronavirus Infections/epidemiology; Pneumonia, Viral/drug therapy; Pneumonia, Viral/epidemiology; Air Pollution/analysis; Cardiovascular Diseases/mortality; Comorbidity; Coronavirus Infections/mortality; Drug-Related Side Effects and Adverse Reactions; Humans; Incidence; Loneliness; Pandemics; Pneumonia, Viral/mortality; Social Distance","DE","https://dx.doi.org/10.1007/s00395-020-0792-4","We summarize the cardiovascular risks associated with Covid-19 pandemic, discussing the risks for both infected and non-infected patients.",20200414,115,3, 
"47194","Learnings for Health Economics from the Early Stages of the COVID-19 Pandemic.","Hatswell, Anthony J","Pharmacoecon Open;2020 Apr 10. ","","MEDLINE","article","en","2020","","CH","https://dx.doi.org/10.1007/s41669-020-00216-9","",20200414,,, 
"47110","Distribución temporal, geográfica y por población de la nueva enfermedad por coronavirus (COVID-19) desde el 20 de enero hasta el 10 de febrero del 2020, en China./ Distribución temporal, geográfica y por población de la nueva enfermedad por coronavirus (COVID-19) desde el 20 de enero hasta el 10 de febrero del 2020, en China./ Distributions of time, place, and population of novel coronavirus disease 2019 (COVID-19) from January 20 to February 10, 2020, in China.","Jin, L; Zhao, Y; Zhou, J; Tao, M; Yang, Y; Wang, X; Ye, P; Shan, S; Yuan, H","Rev Clin Esp;2020 Apr 10. ","Rev. clin. esp. (Ed. impr.)","MEDLINE","article","en","2020","","ES","https://dx.doi.org/10.1016/j.rce.2020.04.001","BACKGROUND AND OBJECTIVE: Since December 2019, increasing cases of novel coronavirus disease 2019 (COVID-19) are being detected worldwide. The purpose of this paper is to provide a scientific reference for the global prevention and control of COVID-19. METHODS: General demographic characteristics, epidemiological history, and clinical symptoms of COVID-19 were collected that had been reported on the websites of multiple Municipal Health Commissions in China. We herein describe distributions in time, place, and population of COVID-19. RESULTS: As of midnight on February 10, 2020, the number of confirmed cases of COVID-19 in China was 42,638, and the province with the largest number of confirmed cases was Hubei (31728), followed by Guangdong (1177), Zhejiang (1117), and Henan (1105) province. The number of cases and the speed of confirmed cases in provinces other than Hubei were more moderate than those of the Hubei province. The median (interquartile range) age of patients with COVID-19 was 44 (33, 54) years, with a range of 10 months to 89 years. CONCLUSIONS: The COVID-19 epidemic should be considered a global threat and the steps for control include early diagnosis and treatment, as well as isolation.",20200414,,, 
"47011","La gestión de la asistencia neurológica en tiempos de la pandemia de Covid-19./ La gestión de la asistencia neurológica en tiempos de la pandemia de Covid-19./ Management of neurological care during the COVID-19 pandemic.","Matías-Guiu, J; Porta-Etessam, J; Lopez-Valdes, E; Garcia-Morales, I; Guerrero-Solá, A; Matias-Guiu, J A","Neurologia;35(4): 233-237, 2020 May. ","Neurologia","MEDLINE","article","en","2020","Coronavirus Infections; Nervous System Diseases/therapy; Pandemics; Pneumonia, Viral; Coronavirus Infections/epidemiology; Coronavirus Infections/prevention &amp;amp; control; Decision Making; Disease Management; Emergency Medical Services/organization &amp;amp; administration; Health Priorities; Home Care Services/organization &amp;amp; administration; Hospital Departments/organization &amp;amp; administration; Hospitalization; Humans; Nervous System Diseases/diagnosis; Neurology/organization &amp;amp; administration; Outpatient Clinics, Hospital/organization &amp;amp; administration; Pandemics/prevention &amp;amp; control; Patient Isolation; Pneumonia, Viral/epidemiology; Pneumonia, Viral/prevention &amp;amp; control; Risk Assessment; Telemedicine/organization &amp;amp; administration","ES","https://dx.doi.org/10.1016/j.nrl.2020.04.001","INTRODUCTION: The COVID-19 epidemic has led to the need for unprecedented decisions to be made to maintain the provision of neurological care. This article addresses operational decision-making during the epidemic. DEVELOPMENT: We report the measures taken, including the preparation of a functional reorganisation plan, strategies for hospitalisation and emergency management, the use of telephone consultations to maintain neurological care, provision of care at a unit outside the hospital for priority patients, decisions about complementary testing and periodic in-hospital treatments, and the use of a specific telephone service to prioritise patients with epileptic seizures. CONCLUSION: Despite the situation of confinement, neurology departments must continue to provide patient care through different means of operation. Like all elements of management, these must be evaluated.",20200414,35,4, 
"47010","Incidence of thrombotic complications in critically ill ICU patients with COVID-19.","Klok, F A; Kruip, M J H A; van der Meer, N J M; Arbous, M S; Gommers, D A M P J; Kant, K M; Kaptein, F H J; van Paassen, J; Stals, M A M; Huisman, M V; Endeman, H","Thromb Res;191: 145-147, 2020 07. ","Thromb Res","MEDLINE","article","en","2020","Arterial Occlusive Diseases/epidemiology; Coronavirus Infections/complications; Pneumonia, Viral/complications; Pulmonary Embolism/epidemiology; Thrombophilia/etiology; Venous Thrombosis/epidemiology; Acute Disease; Anticoagulants/therapeutic use; Arterial Occlusive Diseases/etiology; Brain Ischemia/epidemiology; Brain Ischemia/etiology; Critical Illness; Embolism/epidemiology; Embolism/etiology; Female; Hospitals, Teaching/statistics &amp;amp; numerical data; Hospitals, University/statistics &amp;amp; numerical data; Humans; Incidence; Male; Middle Aged; Myocardial Infarction/epidemiology; Myocardial Infarction/etiology; Netherlands/epidemiology; Pandemics; Pulmonary Embolism/etiology; Thrombophilia/drug therapy; Venous Thrombosis/etiology","US","https://dx.doi.org/10.1016/j.thromres.2020.04.013","INTRODUCTION: COVID-19 may predispose to both venous and arterial thromboembolism due to excessive inflammation, hypoxia, immobilisation and diffuse intravascular coagulation. Reports on the incidence of thrombotic complications are however not available. METHODS: We evaluated the incidence of the composite outcome of symptomatic acute pulmonary embolism (PE), deep-vein thrombosis, ischemic stroke, myocardial infarction or systemic arterial embolism in all COVID-19 patients admitted to the ICU of 2 Dutch university hospitals and 1 Dutch teaching hospital. RESULTS: We studied 184 ICU patients with proven COVID-19 pneumonia of whom 23 died (13%), 22 were discharged alive (12%) and 139 (76%) were still on the ICU on April 5th 2020. All patients received at least standard doses thromboprophylaxis. The cumulative incidence of the composite outcome was 31% (95%CI 20-41), of which CTPA and/or ultrasonography confirmed VTE in 27% (95%CI 17-37%) and arterial thrombotic events in 3.7% (95%CI 0-8.2%). PE was the most frequent thrombotic complication (n = 25, 81%). Age (adjusted hazard ratio (aHR) 1.05/per year, 95%CI 1.004-1.01) and coagulopathy, defined as spontaneous prolongation of the prothrombin time &gt; 3 s or activated partial thromboplastin time &gt; 5 s (aHR 4.1, 95%CI 1.9-9.1), were independent predictors of thrombotic complications. CONCLUSION: The 31% incidence of thrombotic complications in ICU patients with COVID-19 infections is remarkably high. Our findings reinforce the recommendation to strictly apply pharmacological thrombosis prophylaxis in all COVID-19 patients admitted to the ICU, and are strongly suggestive of increasing the prophylaxis towards high-prophylactic doses, even in the absence of randomized evidence.",20200414,191,, 
"46804","Nuklearmedizin zu Zeiten der SARS-CoV-2 Pandemie: 18F-FDG-PET/CT zur Visualisierung von COVID-19./ Nuclear medicine in SARS-CoV-2 pandemia: 18F-FDG-PET/CT to visualize COVID-19.","Lütje, Susanne; Marinova, Milka; Kütting, Daniel; Attenberger, Ulrike; Essler, Markus; Bundschuh, Ralph Alexander","Nuklearmedizin;59(3): 276-280, 2020 Jun. ","Nuklearmedizin","MEDLINE","article","en","2020","Coronavirus Infections/diagnostic imaging; Fluorodeoxyglucose F18/pharmacology; Nuclear Medicine/methods; Pneumonia, Viral/diagnostic imaging; Positron Emission Tomography Computed Tomography; Respiratory Distress Syndrome, Adult/diagnostic imaging; Betacoronavirus; Disease Outbreaks; Female; Humans; Interdisciplinary Communication; Male; Middle Aged; Nuclear Medicine/trends; Pandemics; Polymerase Chain Reaction","DE","https://dx.doi.org/10.1055/a-1152-2341","The current outbreak of coronavirus SARS-CoV-2 has reached multiple countries worldwide. While the number of newly diagnosed cases and fatalities is rising quickly, far-reaching measures were enacted to prevent further spread. Diagnosis relies on clinical presentation, exposure history, PCR using specimens from the respiratory tract together with computed tomography (CT) imaging. One of the hallmarks of a critical course of COVID-19 is the development of severe acute respiratory distress syndrome (ARDS). As management of COVID-19 can be considered a multi-disciplinary approach involving various medical specialties, we here review the first 18F-FDG-PET/CT scans of COVID-19 to discuss how Nuclear Medicine could contribute to management of this disease.",20200414,59,3, 
"46763","COVID-19 in a tertiary hospital from Romania: Epidemiology, preparedness and clinical challenges.","Popescu, Corneliu Petru; Marin, Alexandru; Melinte, Violeta; Gherlan, George Sebastian; Banicioiu, Filofteia Cojanu; Dogaru, Adelina; Smadu, Sebastian; Veja, Ana Maria; Nedu, Elena; Stanciu, Delia; Voinescu, Bianca; Simion, Valentina; Toderan, Andreea; Dascalu, Amalia; Oprisan, Corina; Tardei, Gratiela; Nica, Maria; Ceausu, Emanoil; Ruta, Simona Maria; Florescu, Simin Aysel","Travel Med Infect Dis;: 101662, 2020 Apr 10. ","Travel Med Infect Dis","MEDLINE","article","en","2020","","NL","https://dx.doi.org/10.1016/j.tmaid.2020.101662","",20200414,,, 
"46586","Thousands of coronavirus tests are going unused in US labs.","Maxmen, Amy","Nature;580(7803): 312-313, 2020 04. ","Nature","MEDLINE","article","en","2020","Betacoronavirus/isolation &amp;amp; purification; Coronavirus Infections/diagnosis; Coronavirus Infections/virology; Epidemiological Monitoring; Laboratories/organization &amp;amp; administration; Mass Screening/methods; Mass Screening/organization &amp;amp; administration; Molecular Diagnostic Techniques/methods; Pneumonia, Viral/diagnosis; Pneumonia, Viral/virology; Betacoronavirus/genetics; Centers for Disease Control and Prevention, U.S./legislation &amp;amp; jurisprudence; Coronavirus Infections/epidemiology; Federal Government; Hospitals; Humans; Pandemics; Pneumonia, Viral/epidemiology; Polymerase Chain Reaction; Time Factors; United States/epidemiology; United States Food and Drug Administration/legislation &amp;amp; jurisprudence; Universities/organization &amp;amp; administration; World Health Organization","GB","https://dx.doi.org/10.1038/d41586-020-01068-3","",20200414,580,7803, 
"46579","If the world fails to protect the economy, COVID-19 will damage health not just now but also in the future.","McKee, Martin; Stuckler, David","Nat Med;26(5): 640-642, 2020 05. ","Nat Med","MEDLINE","article","en","2020","Betacoronavirus; Coronavirus Infections; Economic Recession; Pandemics; Pneumonia, Viral; Coronavirus Infections/epidemiology; Disease Outbreaks; Humans; Pneumonia, Viral/epidemiology; Risk Factors","US","https://dx.doi.org/10.1038/s41591-020-0863-y","",20200414,26,5, 
"46526","2019-novel coronavirus survey: knowledge and attitudes of hospital staff of a large Italian teaching hospital.","Moro, Matteo; Vigezzi, Giacomo Pietro; Capraro, Michele; Biancardi, Anna; Nizzero, Paola; Signorelli, Carlo; Odone, Anna","Acta Biomed;91(3-S): 29-34, 2020 04 10. ","Acta Biomed","MEDLINE","article","en","2020","Coronavirus Infections; Coronavirus; Health Knowledge, Attitudes, Practice; Pandemics; Personnel, Hospital/statistics &amp;amp; numerical data; Pneumonia, Viral; Betacoronavirus; Civil Defense; Cohort Studies; Disease Outbreaks; Health Personnel; Hospitals, Teaching; Humans; Infection Control; Italy; Surveys and Questionnaires","IT","https://dx.doi.org/10.23750/abm.v91i3-S.9419","One week after the World Health Organization (WHO) declared the 2019 novel coronavirus (2019-nCoV) outbreak a global health emergency we conducted a survey to explore knowledge and attitudes on 2019-nCoV, recently renamed severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), in a large cohort of hospital staff. A representative sample of 2,046 hospital staff of a large university hospital in northern Italy (54% healthcare workers and 46% administrative staff, overall response rate: 25%) was administered an online questionnaire: overall there is good knowledge on 2019-nCoV control measures. The mean of correct answers for questions on general aspects of 2019-nCoV epidemic was 71.6% for HCWs and 61.2% for non-HCWs. The mean of correct answers for questions on 2019-nCoV patient management was 57.8% among HCWs. Nevertheless, on recommended precautions, also among healthcare workers there is still much to do in order to promote effective control measures and correct preventive behaviours at the individual level.",20200414,91,3-S, 
